decade,text,dimensionality
1984,On The Dark Side The dark now is real She'll never know just how I feel From out of the She like a dream me feel crazy me feel so mean Ain't save you From a love blind You slip to the dark side Across that line On the dark oh yeah On the dark oh yeah Embed,13
1984,Lucky Star You must be my Lucky Star you shine on me wherever you are I just think of and I start to glow And I need your light and you know First star I see tonight Make everything all right First star I see tonight yeah You must be my Lucky Star you make the seem so far And when you'll be my guide I just turn and you're by my side First star I see tonight Make everything all right First star I see tonight yeah shine your body tonight I know you're make everything all right shine your body tonight I know you're make everything all right You may be my Lucky but the by far You may be my Lucky but the by far First star I see tonight Make everything all right First star I see tonight yeah shine your body tonight I know you're make everything all right shine your body tonight I know you're make everything all right You may be my Lucky Star What you do to baby You the by far First star I see tonight Make everything all right First star I see tonight yeah You make everything all right What you do to baby You got to stay by my side tonight baby stay by my side tonight What you do to baby What you what you do to baby You got to stay by my side tonight You may be my Lucky,20
1984,Cover Me The are tough just This old world is just Cover come on cover me Well for a who will come on in and cover me Promise me baby you won't let them find us Hold me in your let our love blind us Cover shut the door and cover me Well for a who will come on in and cover me the the snow I can hear the wild wind Turn out the bolt the door I ain't out there no more This whole world is out there just to score seen I don't want to see any more Cover come on and cover me Well for a who will come on in and cover me the the snow I can hear the wild wind Turn out the bolt the door I ain't out there no more Well for a who will come on in and cover me Well for a who will come on in and cover me Well for a who will come on in and cover me Come on baby Come on baby Come on,15
1984,The Glamorous Life She a long fur coat of mink Even in the summer time Everybody from the coy little wink The got a lot on her mind got Big Big And a big brown sedan What I think this girl She to be in love with a man She to lead the Glamorous Life She don't need a touch She to lead the Glamorous Life Without it ain't much She saw him in the section you have to you can't afford lingerie She threw him bread And said make me scream In the what could he with small talk and small don't impress me in bed She need a and Love would only conquer my head She to lead the Glamorous Life She don't need a touch She to lead the Glamorous Life Without it ain't much They made haste in the brown sedan They drove to Secret Street They made and by the seventh wave She knew she had a problem She thought real love is scary Money only the rent Love is all your life Love is Heaven sent glamorous She to lead the Glamorous Life She don't need a touch She to lead the Glamorous Life Without it ain't it ain't much She to lead the Glamorous Life She don't need a touch She to lead the Glamorous Life Without love it ain't it ain't much She to lead the Glamorous Life She don't need a touch She to lead the Glamorous Life Without love it ain't it ain't,30
1984,Love Got to Do with It You must though the touch of your hand my pulse That only the thrill of boy girl attract Only You must try to ignore that it more than that love got to got to do with love but a love got to got to do with Who a heart when a heart can be It may seem to you that When you're close to me If I tend to look read it someplace got cause to be a name for it a phrase that But whatever the reason you do it for me Oh love got to got to do with love but a love got to got to do with Who a heart when a heart can be been on a new But I have to say been about my own It me to feel this way Oh love got to got to do with love but a love got to got to do with Who a heart when a heart can be love got to got to do with love but a sweet love got to got to do with Who a heart when a heart can be love got to do got to do with love but a love got to got to do with Who a heart when a heart can be Got to do it Got to do it,19
1984,She Bop I see every night in tight blue In the of a magazine been of a new up the good she she bop Do I go out with a I go south and get me some more they say that a stitch in time nine They say I stop or go blind she she bop She he a we bop I you a they bop Be be a bop She he a we bop I you a they bop Be be a she bop she she bop hey they say I get a chaperone Because I can't stop with the danger zone I won't and I won't fret Ain't no law against it yet she she bop She he a we bop I you a they bop Be be a bop She he a we bop I you a they bop Be be a she bop she she bop She he a we bop I you a they bop Be be a bop She he a we bop I you a they bop Be be a she bop she she,17
1984,Cruel Summer Hot summer and the are I sit around to but the air is so heavy and dry Strange are I can't too close for this heat has got right out of hand a cruel cruel summer me here on my own a cruel cruel summer Now you're gone The city is my are away and on my own too hot to handle so I got to get up and go a cruel cruel summer me here on my own a cruel cruel summer Now you're gone You're not the only one a cruel cruel summer me here on my own a cruel cruel summer Now you're gone a cruel summer me here on my own a cruel summer Now you're gone You're not the only one a cruel cruel summer me here on my own a cruel cruel summer Now you're gone You're not the only one a cruel cruel summer me here on my own a cruel cruel,8
1984,If This Is It been and I heard you him not Now you're But still been your fool For so long don't lie Just to save my don't cry And tell me wrong Girl don't try To make up phony rather leave Than never believe If this is it Please let me know If this ain't love You'd let me go If this is it I want to know If this ain't baby Just say so You've been And been We both know that Just not right Now you're That not You'll say anything To avoid a fight don't lie And tell me that you need me don't cry And tell me wrong be all right way or another So let me go Or make me want to stay If this is it Please let me know If this ain't love You'd let me go If this is it I want to know If this ain't baby Just say so If this is it Please let me know If this ain't love You'd let me go If this is it I want to know If this ain't baby Just say so this is it Please let me I know If this is it I know You let me know Just say so this is it Please let me know If this is it Please let me know,31
1984,Stuck on You Stuck on you got this down deep in my soul that I just can't lose Guess on my way a friend And the way I feel I guess be with you the end Guess on my way Mighty glad you stuck on you Been a fool too I guess time for me to come on home Guess on my way So hard to see That a woman like you could wait around for a man like me Guess on my way Mighty glad you on that midnight train tomorrow And I know just where up my and thrown them all away this time little darling home to stay stuck on you got this down deep in my soul that I just can't lose Guess on my way I a friend And the way I feel I guess be with you the end Guess on my way mighty glad you,16
1984,Sunglasses at Night I wear my sunglasses at night So I so I can Watch you weave then breathe your story And I wear my sunglasses at night So I so I can Keep track of the in my While me It my Has she got control of I turn to her and say Don't switch the blade on the guy in oh no Don't masquerade with the guy in oh no I can't believe it you got it made with the guy in oh no And I wear my sunglasses at night So I so I can Forget my name while you collect your claim And I wear my sunglasses at night So I so I can See the light right before my While me She my She got control of me I turn to her and say Don't switch the blade on the guy in oh no Don't masquerade with the guy in oh no I can't believe it you got it made with the guy in oh no me my Has she got control of I turn to her and say Don't switch the blade on the guy in oh no Don't masquerade with the guy in oh no I can't believe it Don't be afraid of the guy in oh no It can't escape you you got it made with the guy in oh no I said I wear my sunglasses at night I wear my sunglasses at night I wear my sunglasses at night I say to you now I wear my sunglasses at night I wear my sunglasses at night I wear my sunglasses at night I cry to you I wear my sunglasses at night I wear my sunglasses at,23
1984,I Can Dream About You No more Each tear that from my not the remedy To cure this old heart of mine I can dream about you If I hold you tonight I can dream about you You know how to hold me just right I can dream about you If I hold you tonight I can dream about you You know how to hold me just right I see under my feet up from down here below Where the See me for oh I can dream about you If I hold you tonight I can dream about you You know how to hold me just right press My against you And hold you to me You know you got me Spellbound What else can it I see under my feet up from the pain in my heart Cause you that I need I can dream Whoa oh I can dream I can dream Whoa oh I it keep my mind off you Now baby caught up in the magic I see in you one thing to do I can dream about you If I hold you tonight I can dream about you You know how to hold me just right I can dream about you If I hold you tonight I can dream about you I can dream I can dream I can dream about you I can dream about,26
1984,in the Dark I get up in the And I ain't got nothing to say I come home in the I go to bed the same way I ain't nothing but just and with myself Hey baby I could use just a little help You can't start a fire You can't start a fire without a spark This for hire Even if we're just in the dark keep and my place I check my look in the mirror I change my my my face I ain't nowhere just in a dump like this something somewhere I just know that there is You can't start a fire You can't start a fire without a spark This for hire Even if we're just in the dark You sit around a joke here and on me shake this world off my Come the on me Stay on the of this town And they'll be you up all right They stay just about tonight dying for some sick of around here to write this book I need a love Come on give me just one look You can't start a fire over a broken heart This for hire Even if we're just in the dark You can't start a fire about your little world apart This for hire Even if we're just in the dark Even if we're just in the dark Even if we're just in the dark Even if we're just in the dark baby,26
1984,Sad Guess there are when we all need to share a little pain And out the rough Is the part when And like these when we all need to hear the radio from the of some old We can share the we already know Turn turn on Turn on those sad When all hope is gone Why don't you tune in and turn them They reach into your oh Just feel their gentle touch When all hope is gone Sad say so much If someone else is to write it down When every single word sense Then to have those around The kick inside is in the line that to you And it so good to hurt so bad And suffer just enough to sing the So turn turn on Turn on those sad When all hope is gone Why don't you tune in and turn them They reach into your oh Just feel their gentle touch When all hope is gone You know sad say so much Sad they say Sad they say Sad they say Sad they say so much So turn on turn on Turn on those sad When all hope is gone Why don't you tune in and turn them They reach into your oh Just feel their gentle touch When all hope is gone You know sad say so much When all hope is gone You know sad say so much When every little bit of hope is gone Sad say so much When every little bit of hope is gone Sad say so much When all hope is gone Sad say so much When every little bit of hope is gone Sad say so much When everything you do is wrong Sad say so much,21
1984,Jump Your tell me how you want me I can feel it in your heartbeat I know you like what you see Hold give you all that you need Wrap your love around me You're so I can feel you Oh baby take you take you down Where no gone before And if you want if you want more then Jump for my love Jump and feel my touch Jump if you want to taste my in the night then jump for my love I know my heart can make you happy Jump you know these can feel you up if you want to taste my in the night then jump for my love You told the only woman for you Nobody you like I do Then make a move before you try and go much farther Oh baby You are the you are the one And heaven here at my door And if you want more If you want more then Jump for my love Jump in and feel my touch Jump if you want to taste my in the night then jump for my love I know my heart can make you happy Jump you know these can feel you up if you want to taste my in the night then jump for my love When you are next to I come alive Your love inside so right Come to me if you want me jump Jump if you want to taste my In the night then jump you know my heart can make you happy you know these can feel you up Jump you want to taste my in the night then jump for my love come on and jump on in you know I need you Jump I got to have yeah jump for my love Got to have you yeah yeah yeah yeah yeah Jump hey come on and jump jump for my oh yeah oh baby Jump yeah Jump come on in jump for my love,32
1984,State of Shock come baby You be mine you're so fine I like your style It me wild You take it to me good You like know you should You get me on my please Listen She so every time I see her face She put me in a a state of shock do it Come baby Come baby Come baby She put me on my please I know you like to tease please You take it to me good You like know you should I love the way you walk And talk Listen She so every time I see her face She put me in a a state of shock She put state of shock Come come over here talk to state of shock State of shock You put me in You know love baby State of shock You know I want you You got me You got me You got me catatonic You got me baby State of shock You got me You got me baby you know deep State of shock look what you've done to me Look what you done to me Look what you done to me I can move State of shock You know I need mouth to mouth Come baby You know baby State of shock You know want you for me baby Just look at look at me State of shock You drive me You call you call me You call me in a state of shock Look at look at me Look at look at me Look at look at,34
1984,Self Control the night is my world City light girl In the day nothing the night time that In the no control Through the wall white as you're Down the street of my soul You take my you take my self control You got me only for the night Before the the told You take my you take my self control Another another day goes by I never stop myself to wonder why You help me to forget to play my role You take my you take my self control I live among the of the night I haven't got the will to try and fight Against a new so I guess just believe it That tomorrow never A safe in the forest of a dream I know the night is not as it would seem I must believe in so make myself believe it That this night will never go the night is my world City light girl In the day nothing the night time that I live among the of the night I haven't got the will to try and fight Against a new so I guess just believe it That tomorrow never A safe in the forest of a dream I know the night is not as it would seem I must believe in so make myself believe it That this night will never go You take my you take my self control You take my you take my self control You take my you take my self control You take my you take my self control You take my you take my self control You take my you take my self control You take my you take my self control You take my you take my self control I live among the of the night I haven't got the will to try and fight my world City light,21
1984,Without a Face all out of hope One more bad dream Could bring a fall When far from home Don't call me on the phone To tell me you're alone easy to deceive easy to tease But hard to get without a face without a face without a face Got no human grace You're without a face I spend so much time all the To keep the dream alive Now it me sad It me mad at truth For what was you without a face without a face without a face Got no human grace You're without a face When you hear the you make a dip Into someone pocket then make a slip Steal a car and go to the pool out by the state line water into wine it oh on a bus on a trip murder to stay hip of you and you're out so Say your Say your Say your Now I close my And I wonder why I don't despise Now all I can do Is love what was once So alive and new But gone from your without a face without a face without a face Got no human grace You're without a face Such a human waste You're without a face And now,27
1984,No Us Do it Hold on Out in the you don't survive by being weak This is our were made for us to climb Don't you try to lock us out we're down the And all we're to fight yeah no us No one it no us doesn't Long No game or being Something to prove more than just a dream come true We have far too long For this moment to arrive hey no us No one it no us doesn't no us No one it no us doesn't Do it Do it Do it Do it Can you We have for too long For this moment to arrive hey no us No one it no us doesn't no us No one it,15
1984,in the I can't sleep I can't work and I can't eat been drunk all can't concentrate Maybe a big Caught me down like a shark like a railroad right through my heart and the way I behave Feel like on an empty gauge Oh not again It so good I don't silly like a big bass drum all equilibrium so hard in the middle of the week Maybe this just all I need Oh not again It so good I don't baby soar when by her side She put a little love in this heart of mine Maybe maybe Maybe this just all I need Oh not again It so good I don't Rev it,16
1984,She got She how to use them She never She how to choose them She leg Wonder how to feel them Would you get behind them If you could only find my baby my baby yeah got hair Down to her jet set Try her Every time She what to do Everybody to see If she can use it She is so fine all mine you got it right She got She how to use them She never She how to choose them She got a dime All of the time out at night through time I want her I got to have her The girl is,18
1984,The You've gone too far this time But on the Valentine I tell you around With my on the danger line cross that bridge when I find it Another day to make my oh High time is no time for If I should find a oh why don't you use Try not to bruise it Buy don't lose it why don't you use Try not to bruise it Buy don't lose it The is a by the park The is in charge of treasure in the dark And over lucky isn't that And every little thing the you with a question mark on a and I want to get off But they won't slow down the roundabout I sold the and set Don't be around when this out why don't you use Try not to bruise it Buy don't lose it why don't you use Try not to bruise it Buy don't lose it The is a in the park The is in charge of treasure in the dark And over lucky isn't that And every little thing the an answer with a question mark why don't you use Try not to bruise it Buy don't lose it why don't you use Try not to bruise it Buy don't lose it The is a child by the park The is in charge of treasure in the dark And over lucky isn't that And every little thing the me with a question mark the what a all the The is in charge of treasure in the dark And over lucky isn't that And every little thing the you with a question,23
1984,The Heart of Rock Roll New New is everything they say And no place that rather be Where else can you do a half a million All at a to three When they play their that modern music They like it with a lot of style But still that same old back beat rhythm That wild They say the heart of rock and roll is still And from what seen I believe Now the old boy may be But the heart of rock and heart of rock and roll is still and the Sunset Strip Is something everyone should see Neon and the pretty pretty All so When they play their that hard rock music They like it with a lot of flash But still that same old back beat rhythm That in They say the heart of rock and roll is still And from what seen I believe Now the old boy may be But the heart of rock and heart of rock and roll is still and the Liberty and Baton Rouge too Everywhere real live music with a million But still that same old rock and roll music That wild say the heart of rock and roll is still And from what seen I believe Now the old boy may be But the heart of rock and heart of rock and roll is still yeah In heart of rock and,28
1984,Sister Sister the time has come And you know that you're the only one To okay Where you what you for You know those don't want to play no more with you true You're your price for In Right You'll be tonight you know you're up so fast And that you won't last To play Sister so much in life Don't you give it up before your time is due true yeah your price for You've got him in your sight And through the night You're your price for In Right You'll be tonight your price for You've got him in your sight And through the night your price for In Right You'll be tonight Sister the time has come And you know that you're the only one To okay But you're,17
1984,Oh You been gone how I made you feel And I been gone all your of steel I must have been a And I been someone else And we been over Oh our love on Oh our love on But I want to let go You'll go on me You'd be off alone If not who you thought be But you know that a fever That you'll never find nowhere else Can't you feel it on and on Oh our love on Oh our love on Oh But I been gone Long far away And you been gone I know you'd lie you stay Oh our love on Oh our love on Oh our love on Hold oh,19
1984,Hear It for the Boy My he don't talk sweet He ain't got much to say But he me I know that he me anyway And maybe he don't dress fine But I don't mind every time he me near I just cheer hear it for the boy give the boy a hand hear it for my baby You know you Maybe no But my show hear it for the boy My baby may not be rich every dime But he me We always have a real good time And maybe he But all right by yeah what he he so well me yell hear it for the boy give the boy a hand hear it for my baby You know you Maybe no But my show hear it for the boy every time he me near I just cheer hear it for the boy give the boy a hand hear it for my baby You know you Maybe no But my show hear it for the boy hear it for my man hear it for my baby hear it for my man hear it for my boy hear it for my man hear it for my,17
1984,Against All How can I just let you walk Just let you leave without a trace When I stand here every breath With You're the only one who knew me at all How can you just walk away from me When all I can do is watch you we've the laughter and the pain And even the You're the only one who knew me at all take a look at me now just an empty space And left here to me Just the memory of your face take a look at me now just an empty space And you back to me is against the And what got to face I wish I could just make you turn around Turn around and see me cry so much I need to say to you So many why You're the only one who knew me at all take a look at me now just an empty space And left here to me Just the memory of your face take a look at me now just an empty space But to wait for you is all I can do And what got to face Take a good look at me now still be here And you back to me is against all the chance take Take a look at me,24
1984,was this new out of the it wherever they meet Down by the keep the heat Then my feet start to the rhythmic beat Break out Break out They to do The do The Jerk and The Twist But there just ain't never been like this Now and is the new way of a work at the out on the floor are beat is Love the way you're tonight no We won't have the time to fight Embed,12
1984,To All the Before all the before Who in and out my door glad they came along I dedicate this song To all the before To all the I once And may I say held the best For me to grow I owe a lot I know To all the before The of change are always And every time I try to stay The of change continue And they just carry me away To all the who my life Who now are someone glad they came along I dedicate this song To all the before To all the who for me Who my with ecstasy They live within my heart always be a part Of all the before The of change are always And every time I try to stay The of change continue And they just carry me away To all the we've before Who in and out our We're glad they came along We dedicate this song To all the we've before To all the we've before Who in and out our We're glad they came along We dedicate this song To all the we've,24
1984,Been so hard my card Eight for tell me what I got got this That just me down hit the Or else tear up this town So now I cut loose Kick off the Pull me off of my get back Come on before we crack Lose your Everybody cut You're so cool every rule Deep way down in your heart You're for some Somebody to tell you That life ain't you by to tell you It will if you don't even try You'll get by if you'd only Cut loose Kick off the Shake shake it for me Come come on go Lose your Everybody cut You've got to turn me around And put your feet on the ground take the hold of all it loose Kick off the Pull me off of my get back Come on before we crack Lose your Everybody cut Kick off the Pull me off of my get back Come on before we crack Lose your Everybody everybody cut Everybody everybody cut Everybody everybody cut Everybody cut,21
1984,Hold Me Now I have a picture to my wall An image of you and of me and We're we're it all But look at our life now All and torn We fuss and we fight And delight in the That we cry until dawn whoa Hold me whoa Warm my heart Stay with me Let start Let start You say a We're two of a kind Both of us For some perfect world We know we'll never find So perhaps I should leave here and go far away But you know that nowhere That rather be Than with you here today whoa Hold me whoa Warm my heart Stay with me Let start Let whoa Hold me whoa Warm my heart Stay with me Let start Let whoa You ask if I love you what can I You know that I do And that this is just one Of those that we play So sing you a new song Please don't cry even ask your Though I don't know Just what it for whoa Hold me whoa Warm my heart Stay with me Let start Let whoa Hold me whoa Warm my heart Stay with me Let start Let whoa Hold me whoa Warm my heart Stay with me Let start Let whoa Hold me whoa Warm my heart Stay with me Let start Let whoa Hold me whoa Warm my heart Stay with me Let start Let,35
1984,You Might Think You might think crazy to hang around with you Maybe you think lucky to have something to do But I think that you're wild Inside me is some child You might think foolish Or maybe You might think crazy But all I want is you You might think but I know when you're weak You think you're in the and so deep But I think that you're wild When you flash that fragile smile You might think foolish What you put me through You might think crazy All I want is you And it was so hard to take no escape without a scrape But you kept it till the sun fell down You kept it you might think delirious the way I run you down But somewhere when you're be back around I think that you're wild And so You might think foolish This chancy rendezvous You might think crazy But all I want is you All I want is you All I want is,24
1984,Love Somebody can see the path you're It cost me a little piece of my heart I can see the you're they were open at the start you has been hard on me You're such a tough little sister Just for Right On the wrong side of town You love somebody late You love somebody Don't wait You love somebody Don't tempt fate You're push it just a little too far One night Your are your so white You're and got the she how to bite when you bit I bled You got the perfect image Of the perfect man You're a tough little sister But you'll settle for a tonight But you're out of time You love somebody late You love somebody Don't wait You love somebody Don't tempt fate You're push it just a little too far One night only what I feel You think wrong I know You thought I was at the wheel I thought that you were You love somebody You love somebody You love somebody late You love somebody Don't wait You love somebody Don't tempt fate You're push it just a little too far One night One night oh oh oh oh One night oh oh oh oh One night oh oh oh oh One night oh oh oh,26
1984,Miss Me Blind me I know you'll miss me I know you'll miss me blind I know you'll miss me I know you'll miss me I know you'll miss me blind I know you'll miss me I know you'll miss me I know you'll miss me blind Bet you got a good gun Bet you know how To have some fun and then You turn it around on me because than the rest of the men I say you'll miss me And you always do I say you'll miss me Now would I lie to you Now no need to demand Grab my golden hand teach you and you'll never be sure If the way that you need Is too much like greed Decide if you are rich or you're poor I know you'll miss me I know you'll miss me I know you'll miss me blind I know you'll miss me I know you'll miss me I know you'll miss me blind Bet you make the fool run Bet you know how To make it last forever But you know never sure If you're just to be clever I say you'll miss me And you always do I say you'll miss me Now would I lie to you Now no need to demand Grab my golden hand teach you and you'll never be sure If the way that you need Is too much like greed Decide if you are rich or you're poor Because this love That I have to give Must be than that kind It can make you rich It can make you poor But i know that you'll miss me blind I know you'll miss me I know you'll miss me I know you'll miss me blind I know you'll miss me I know you'll miss me I know you'll miss me blind Now no need to demand Grab my golden hand teach you and you'll never be sure If the way that you need Is too much like greed Decide if you are rich or you're poor I know you'll miss me I know you'll miss me I know you'll miss me blind I know you'll miss me I know you'll miss me I know you'll miss me blind I know you'll miss me I know you'll miss me I know you'll miss me blind I know you'll miss me I know you'll miss me I know you'll miss me blind I know you'll miss me I know you'll miss me I know you'll miss me blind I know you'll miss me I know you'll miss me I know you'll miss me,24
1984,Automatic Look what you're to me at your whim All of my down Your camera through me With vision And all run All I can manage to push from my Is a stream of Every word I to speak up in a circuitry No way to control it automatic Whenever you're around automatic All of my are down down Automatic Automatic What is this That my motor run And my too weak to stand I go from to Like a robot at your command My perspire And shake like a leaf Up and down goes my temperature I summon to get some relief But they tell me there is no cure They tell me No way to control it automatic Whenever you're around automatic All of my are down down Automatic Automatic automatic automatic Look what you're to me at your whim All of my down Your camera through me With vision And all run All I can manage to push from my Is a stream of Every word I to speak up in the circuitry No way to control it automatic Whenever you're around automatic All of my are down down No way to control it automatic Whenever you're around automatic All of my are down down No way to control it automatic Whenever you're around automatic All of my are,24
1984,Here the Rain Again Here the rain again on my head like a memory on my head like a new emotion I want to walk in the open wind I want to talk like do Want to dive into your ocean Is it with talk to me Like do Walk with me Like do Talk to me Like do Here the rain again in my head like a tragedy me apart like a new emotion I want to breathe in the open wind I want to kiss like do Want to dive into your ocean Is it with talk to me Like do Walk with me Like do Talk to me Like do talk to me Like do yeah Here it again hey Here the rain again on my head like a memory on my head like a new emotion I want to walk in the open wind I want to talk like do Want to dive into your ocean Is it with Here the rain again on my head like a memory on my head like a new emotion I want to walk in the open wind I want to talk like do Want to dive into your ocean Is it with Here the rain again on my head like a memory on my head like a new,15
1984,Adult Afternoon in the They're about to let you go And the slam on the plan You had tonight You've been around with a Maybe left alone a wise guy that you know could Put you right In the lot the boy by Doesn't rev your heart Cause only He with you And long and the Are split apart Believe it or not life high school And why The student body got a bad reputation What they need is adult Back to a bad What you want is an adult yeah The don't know about how to deal With the student body And the underclassmen are Hot and cool But your care About watch and wear And about it Believe it or not life high school right The student body got a bad reputation What they need is adult You go back to a bad What you want is an adult yeah They're it preparation You're for a You're nothing but another odd that you won't So you got a little And a lot of But you want a little night school Maybe some of it'll rub off on The are busy in the to imitate their heroes You make it with a false surrender More you won't The senior with the Junior Miss I wonder what the junior That she could graduate to adult That she could graduate to adult Adult Adult Adult a bad Adult adult adult Adult Oh oh yeah Oh oh yeah adult adult adult adult adult adult adult,42
1984,Me Tell just an average man with an average life I work from nine to I pay the price All I want is to be left alone in my average home But why do I always feel like in the twilight zone I always feel like me And I have no privacy I always feel like me Tell is it just a When I come home at night I bolt the door real tight People call me on the to avoid But can the people on see me or am I just When in the afraid to wash my hair I might open my and find someone there People say just a little But maybe me of Psycho too much why I always feel like me And I have no privacy I always feel like me on I don't know Are the is the mailman And I don't feel safe what a mess I wonder me now the I always feel like me And I have no privacy I always feel like me Tell is it just a I always feel like me And I have no privacy I always feel like me on I always feel like me I always feel like me I always feel like me I always feel like me I always feel like me And I have no privacy I always feel like me I can't my tea I always feel like me Can I have my I always feel like me I always feel like me I always feel like me Stop on me I always feel like me Why don't they leave me I always feel like me I can't my tea,30
1984,Just Want to Have Fun I come home in the light My mother you live your life Oh we're not the fortunate And they have fun just have fun The phone in the middle of the night My father you do with your Oh daddy you know you're still one But they have fun just have all they want Some fun When the day is done they have fun just have fun they have fun have Some take a beautiful girl And hide her away from the rest of the world I be the one to walk in the sun they have fun just have all they want Is some fun When the day is done they have fun just have fun they have fun have They just they just They just they just just have fun They just they just They just they just They just they just just have fun When the When the day is done when the day is done just have They just they just They just they just just have fun They just they just When the When the day is done They just they just when the day is done just have fun just have fun They just they just They just,21
1984,I Want a New Drug I want a new drug One that won't make me sick One that won't make me crash my car Or make me feel three feet thick I want a new drug One that won't hurt my head One that won't make my mouth too dry Or make my too red One that won't make me nervous what to do One that me feel like I feel when with you When alone with you I want a new drug One that won't spill One that don't cost too much Or come in a pill I want a new drug One that won't go away One that won't keep me up all night One that won't make me sleep all day One that won't make me nervous what to do One that me feel like I feel when with you When alone with you alone with baby I want a new drug One that what it should One that won't make me feel too bad One that won't make me feel too good I want a new drug One with no doubt One that won't make me talk too much Or make my face break out One that won't make me nervous what to do One that me feel like I feel when with you When alone with you alone with,24
1984,Karma Chameleon Desert in your all the way If I to your would you say a man without a man who doesn't How to sell a You come and you come and go Karma karma karma karma karma chameleon You come and you come and go would be easy if your were like my Red gold and red gold and green Didn't hear your every day And you to be so I heard you say That my love was an When we our love is strong When you you're gone forever You string you string along Karma karma karma karma karma chameleon You come and you come and go would be easy if your were like my Red gold and red gold and green Every day is like survival You're my not my rival Every day is like survival You're my not my rival a man without a man who doesn't know How to sell a You come and you come and go Karma karma karma karma karma chameleon You come and you come and go would be easy if your were like my Red gold and red gold and green Karma karma karma karma karma chameleon You come and you come and go would be easy if your were like my Red gold and red gold and green Karma karma karma karma karma chameleon You come and you come and go would be easy if your were like my Red gold and red gold and green Karma karma karma karma karma,17
1984,Let the Music Play We And love put us into a groove As soon as we to move The music While our through the dance Then love us out for romance I thought it was clear The plan was we would share This just between ourselves But when the music The plan was He went to dance with someone else We And love put us into a groove But now with somebody new What love want me to Love said Let the music play He won't get away Just keep the groove And then he'll come back to you again Let the music play He won't get away This groove he can't ignore He won't leave you He A dance is just a dance But I see his way back to me Guess We are truly Magic from the very start love just kept me And he felt me Even though we apart So we And love put us into the groove As soon as we to move As soon as we to move Love said Let the music play He won't get away Just keep the groove And then he'll come back to you again Let the music play He won't get away This groove he can't ignore He won't leave you He A dance is just a dance But I see his way back to me his way back to me Love said Let the music play Just keep the groove And then he'll come back to you again Let the music play He won't get,31
1984,Around Your Finger You consider me the young apprentice Caught between the and by you if I should linger at the ring around your finger I have only come here knowledge they would not teach me of in college I can see the destiny you sold Turn into a band of gold be around your finger be around your finger is not your name I know what you're up to just the same I will listen hard to your tuition You will see it come to fruition be around your finger be around your finger Devil and the deep blue sea behind me Vanish in the you'll never find me I will turn your face to alabaster When you find your servant is your you'll be around my finger You'll be around my finger You'll be around my finger,15
1984,Nobody Told Me and no one a word love and no one in the bathroom just below the Always something and nothing on always something and nothing in the pot They're back in China so finish what you've got Nobody told me there'd be like these Nobody told me there'd be like these Nobody told me there'd be like these Strange indeed Strange indeed and no one a move a and nothing left to lose a little yellow idol to the north of and no one the ground and no one a sound a place for us in you just lay around Nobody told me there'd be like these Nobody told me there'd be like these Nobody told me there'd be like these Strange indeed Most peculiar and no high and never touch the sky over New and I ain't too Nobody told me there'd be like these Nobody told me there'd be like these Nobody told me there'd be like these Strange indeed Most peculiar,11
1984,I love you You're the the one for me in and I won't lie my girl and always on my mind She me her and a right Never me at night do the best I can To please that girl and be her only see She me up when low And why got to let you know I love you You're the the one for my baby the the one for me the kind of girl you feel so try my best to do right Take her for a fine I love you You're the the one for me so so long To find someone to count on Now I feel got it right here Found it in my dear We can do all so nice We'll have it and everything will be take it from me Take it take it baby the the one for me the kind of girl you feel so try my best to do right Take her for a fine I love you You're the the one for me I love you You're the the one for me Believe babe,18
1984,of a Heart Move yourself You always live your life Never of the future Prove yourself You are the move you make Take your win or See yourself You are the you take You and and the only way shake yourself You're every move you make So the story goes of a heart of a heart of a broken heart of a heart I know Maybe another way to do this Video Say you don't want to chance it You've been hurt so before Watch it now The eagle in the sky How he one and only lose yourself No not for sake no real reason to be Be yourself Give your free will a chance You've got to want to succeed of a heart of a heart of a broken heart of a heart of a heart my own indecision They me so of a heart My love said never question your will at all In the end you've got to go Look before you leap of a heart And don't you hesitate at all no no of a heart of a heart of a broken heart of a heart of a heart of a heart of a broken heart of a heart of a heart or later each conclusion Will decide the heart of a heart It will it will delight It will give a start of a heart Don't deceive your free will at all Don't deceive your free will at all of a heart Don't deceive your free will at all Just receive it Just receive it,32
1984,All Just as I it was I found out when I thought I was right always the just a all I could say and you'd say night Tell me when I know that white Always the just a and all I could but I won't though my heart might tell me so I can't feel a thing from my head down to my But why it always seem to be Me at you at me always the just a all me me off me feel like I want too much with just me through it all of the time out all night it all instead of one bite with just me through it all of the time I could but I won't but it'd be I know I can't feel a thing from my head down to my But why it always seem to be Me at you at me always the just a all Truth is I love more than I to no point in to been no one who me feel like you do Say we'll be together the end But I could but I won't it'd be I know I can't feel a thing from my head down to my why it always seem to be Me at you at me always the just a all But I love more than I to no point in to been no one who me feel like you do Say we'll be together the end But just as I thought it was I found out wrong when I thought I was right always the just a all I could say and you'd say night You tell me black when I know that white always the just a all all,26
